,Year,StateAbbr,StateDesc,CityName,GeographicLevel,DataSource,Category,Measure,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Data_Value_Footnote_Symbol,Data_Value_Footnote,PopulationCount,GeoLocation,CategoryID,MeasureId,CityFIPS,TractFIPS,Short_Question_Text,n_lat,n_lon,UniqueID,o_lat,o_lon,distance
10,2017,TN,Tennessee,Knoxville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,,,,*,Estimates suppressed for population less than 50,4,"(35.997860914, -83.7430352419)",UNHBEH,LPA,4740000,47093005402.0,Physical Inactivity,34.9980056191,-85.33408563729999,4714000-47065001800,34.9980056191,-85.33408563729999,0.0
11,2017,TN,Tennessee,Chattanooga,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,44.4,42.2,46.3,,,"4,773","(35.0098428835, -85.279037855)",UNHBEH,LPA,4714000,47065002500.0,Physical Inactivity,36.5444168175,-87.4117703332,4715160-47125101103,36.5444168175,-87.4117703332,0.0
12,2017,TN,Tennessee,Clarksville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,28.0,25.8,30.2,,,"4,744","(36.5645262009, -87.3336684989)",UNHBEH,LPA,4715160,47125102001.0,Physical Inactivity,36.564526200900005,-87.3336684989,4715160-47125102001,36.564526200900005,-87.3336684989,0.0
13,2017,TN,Tennessee,Knoxville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.3,23.3,29.6,,,"4,268","(35.9530901605, -83.994390562)",UNHBEH,LPA,4740000,47093003801.0,Physical Inactivity,35.0200709731,-85.1420184421,4714000-47065011321,35.0200709731,-85.1420184421,0.0
14,2017,TN,Tennessee,Clarksville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,32.0,29.5,34.6,,,"1,382","(36.5271981346, -87.3340853111)",UNHBEH,LPA,4715160,47125100700.0,Physical Inactivity,36.5922194592,-87.393322078,4715160-47125101306,36.5922194592,-87.393322078,0.0
15,2017,TN,Tennessee,Clarksville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.9,22.4,27.3,,,"5,724","(36.6209119666, -87.4513035211)",UNHBEH,LPA,4715160,47125101400.0,Physical Inactivity,35.0487747652,-85.3098095104,4714000-47065003100,35.0487747652,-85.3098095104,0.0
16,2017,TN,Tennessee,Knoxville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,44.2,42.0,46.5,,,"2,761","(35.9781551338, -83.9467368274)",UNHBEH,LPA,4740000,47093001400.0,Physical Inactivity,35.960858299499996,-84.0545838705,4740000-47093004613,35.960858299499996,-84.0545838705,0.0
17,2017,TN,Tennessee,Clarksville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,32.2,30.4,34.1,,,"2,764","(36.5677048799, -87.4117104565)",UNHBEH,LPA,4715160,47125101101.0,Physical Inactivity,35.940130982,-83.8485531438,4740000-47093005501,35.940130982,-83.8485531438,0.0
18,2017,TN,Tennessee,Clarksville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,29.1,26.8,31.3,,,"7,913","(36.6359493185, -87.3969847465)",UNHBEH,LPA,4715160,47125101303.0,Physical Inactivity,36.527761956199996,-87.2496808273,4715160-47125101804,36.527761956199996,-87.2496808273,0.0
19,2017,TN,Tennessee,Knoxville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,,,,*,Estimates suppressed for population less than 50,5,"(36.0445864128, -84.0029650356)",UNHBEH,LPA,4740000,47093006102.0,Physical Inactivity,35.159403925700005,-85.2857938793,4714000-47065010434,35.159403925700005,-85.2857938793,0.0
20,2017,TN,Tennessee,Chattanooga,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,,,,*,Estimates suppressed for population less than 50,20,"(35.0932132973, -85.0600565824)",UNHBEH,LPA,4714000,47065011201.0,Physical Inactivity,35.0098428835,-85.279037855,4714000-47065002500,35.0098428835,-85.279037855,0.0
21,2017,TN,Tennessee,Chattanooga,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.2,24.1,28.3,,,"4,878","(35.1108386948, -85.2644923503)",UNHBEH,LPA,4714000,47065010501.0,Physical Inactivity,35.9528503823,-83.8774272791,4740000-47093002200,35.9528503823,-83.8774272791,0.0
22,2017,TN,Tennessee,Knoxville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,42.7,40.5,44.8,,,"2,538","(35.9753214744, -83.8703865503)",UNHBEH,LPA,4740000,47093002100.0,Physical Inactivity,36.020900966999996,-84.00871862560001,4740000-47093006104,36.020900966999996,-84.00871862560001,0.0
23,2017,TN,Tennessee,Chattanooga,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,29.6,27.4,31.9,,,"3,910","(35.0949695099, -85.2164930176)",UNHBEH,LPA,4714000,47065011411.0,Physical Inactivity,35.0831173849,-85.1818774345,4714000-47065011402,35.0831173849,-85.1818774345,0.0
24,2017,TN,Tennessee,Knoxville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,,,,*,Estimates suppressed for population less than 50,14,"(35.909376459, -84.1008240742)",UNHBEH,LPA,4740000,47093005706.0,Physical Inactivity,35.0447728797,-85.298555916,4714000-47065012400,35.0447728797,-85.298555916,0.0
25,2017,TN,Tennessee,Knoxville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.4,21.1,25.6,,,"2,125","(35.9994519091, -83.8422469467)",UNHBEH,LPA,4740000,47093003300.0,Physical Inactivity,36.5138929807,-87.2441267793,4715160-47125101803,36.5138929807,-87.2441267793,0.0
26,2017,TN,Tennessee,Chattanooga,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,33.5,31.2,35.9,,,"2,662","(35.025412585, -85.2427255061)",UNHBEH,LPA,4714000,47065002900.0,Physical Inactivity,35.893299239899996,-84.1172044713,4740000-47093005807,35.893299239899996,-84.1172044713,0.0
27,2017,TN,Tennessee,Knoxville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,,,,*,Estimates suppressed for population less than 50,42,"(36.0507572844, -83.8743313603)",UNHBEH,LPA,4740000,47093005201.0,Physical Inactivity,35.9722178699,-84.0253554841,4740000-47093004608,35.9722178699,-84.0253554841,0.0
28,2017,TN,Tennessee,Clarksville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,35.4,31.9,39.4,,,"2,958","(36.5373793674, -87.3531991549)",UNHBEH,LPA,4715160,47125100800.0,Physical Inactivity,35.0662472165,-85.2466771892,4714000,35.0662472165,-85.2466771892,0.0
29,2017,TN,Tennessee,Clarksville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,35.4,31.9,39.4,,,"2,958","(36.5373793674, -87.3531991549)",UNHBEH,LPA,4715160,47125100800.0,Physical Inactivity,35.0662472165,-85.2466771892,4714000,35.0662472165,-85.2466771892,0.0
30,2017,TN,Tennessee,Knoxville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,,,,*,Estimates suppressed for population less than 50,25,"(35.9325583218, -84.0815766195)",UNHBEH,LPA,4740000,47093004609.0,Physical Inactivity,35.0099313458,-85.2171326703,4714000-47065003000,35.0099313458,-85.2171326703,0.0
31,2017,TN,Tennessee,Chattanooga,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.5,20.3,24.7,,,"1,425","(34.9956316697, -85.1379255524)",UNHBEH,LPA,4714000,47065011325.0,Physical Inactivity,36.0023323351,-83.8990388621,4740000-47093001800,36.0023323351,-83.8990388621,0.0
32,2017,TN,Tennessee,Knoxville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,37.6,34.6,40.1,,,"2,560","(35.9924175522, -83.912608698)",UNHBEH,LPA,4740000,47093001700.0,Physical Inactivity,35.9194229123,-84.0447729896,4740000-47093004403,35.9194229123,-84.0447729896,0.0
33,2017,TN,Tennessee,Chattanooga,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.8,23.2,30.3,,,"5,092","(35.0447728797, -85.298555916)",UNHBEH,LPA,4714000,47065012400.0,Physical Inactivity,35.9477104912,-84.0481245366,4740000-47093004614,35.9477104912,-84.0481245366,0.0
34,2017,TN,Tennessee,Knoxville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,31.3,28.7,33.8,,,"4,579","(36.0191641567, -83.9016419717)",UNHBEH,LPA,4740000,47093003000.0,Physical Inactivity,35.0205183033,-85.1916156453,4714000-47065003400,35.0205183033,-85.1916156453,0.0
35,2017,TN,Tennessee,Clarksville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.5,23.3,28.1,,,"5,480","(36.6292841554, -87.2959577081)",UNHBEH,LPA,4715160,47125102006.0,Physical Inactivity,35.8605018903,-84.0534720592,4740000-47093005710,35.8605018903,-84.0534720592,0.0
36,2017,TN,Tennessee,Chattanooga,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,29.0,26.8,31.3,,,"4,343","(35.0205183033, -85.1916156453)",UNHBEH,LPA,4714000,47065003400.0,Physical Inactivity,36.495596032899996,-87.35984548209998,4715160-47125100300,36.495596032899996,-87.35984548209998,0.0
37,2017,TN,Tennessee,Knoxville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,41.5,39.0,44.1,,,"2,664","(35.9693212771, -83.9422984358)",UNHBEH,LPA,4740000,47093007000.0,Physical Inactivity,35.9421750076,-83.9895812838,4740000-47093003700,35.9421750076,-83.9895812838,0.0
38,2017,TN,Tennessee,Chattanooga,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,31.0,28.5,33.3,,,"2,066","(35.0323206463, -85.2848841082)",UNHBEH,LPA,4714000,47065001400.0,Physical Inactivity,36.5271981346,-87.33408531110001,4715160-47125100700,36.5271981346,-87.33408531110001,0.0
39,2017,TN,Tennessee,Knoxville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,20.1,17.6,23.0,,,"2,712","(35.9123518408, -84.0146657626)",UNHBEH,LPA,4740000,47093004401.0,Physical Inactivity,36.0123147591,-83.959901727,4740000-47093004000,36.0123147591,-83.959901727,0.0
40,2017,TN,Tennessee,Knoxville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,32.7,29.7,35.5,,,"4,375","(36.0063315379, -83.9994339148)",UNHBEH,LPA,4740000,47093004800.0,Physical Inactivity,35.9335797202,-83.9735060606,4740000-47093007100,35.9335797202,-83.9735060606,0.0
41,2017,TN,Tennessee,Chattanooga,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,29.8,25.7,33.9,,,50,"(35.011035316, -85.2450325056)",UNHBEH,LPA,4714000,47065011700.0,Physical Inactivity,35.0410507087,-85.2599672343,4714000-47065001200,35.0410507087,-85.2599672343,0.0
42,2017,TN,Tennessee,Chattanooga,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.1,24.7,29.5,,,"6,043","(35.1248550085, -85.3079326267)",UNHBEH,LPA,4714000,47065010903.0,Physical Inactivity,35.9484404658,-83.935271767,4740000-47093000902,35.9484404658,-83.935271767,0.0
43,2017,TN,Tennessee,Chattanooga,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,29.4,26.4,32.4,,,"1,708","(35.0487747652, -85.3098095104)",UNHBEH,LPA,4714000,47065003100.0,Physical Inactivity,35.1008608909,-85.342658548,4714000-47065010902,35.1008608909,-85.342658548,0.0
44,2017,TN,Tennessee,Chattanooga,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,35.1,32.9,37.6,,,"1,774","(35.0396542005, -85.2805691243)",UNHBEH,LPA,4714000,47065001100.0,Physical Inactivity,36.024627518,-83.971732583,4740000-47093004900,36.024627518,-83.971732583,0.0
45,2017,TN,Tennessee,Knoxville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,18.6,16.0,21.8,,,649,"(35.8817099819, -83.9988355883)",UNHBEH,LPA,4740000,47093005701.0,Physical Inactivity,35.866554415,-84.0779824941,4740000-47093005711,35.866554415,-84.0779824941,0.0
46,2017,TN,Tennessee,Clarksville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,41.4,38.8,43.6,,,"3,145","(36.5111772097, -87.3375489277)",UNHBEH,LPA,4715160,47125100400.0,Physical Inactivity,36.0445864128,-84.0029650356,4740000-47093006102,36.0445864128,-84.0029650356,0.0
47,2017,TN,Tennessee,Knoxville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,35.6,32.3,38.9,,,"2,973","(35.9360764424, -83.9168130886)",UNHBEH,LPA,4740000,47093002400.0,Physical Inactivity,36.6343024204,-87.3400081175,4715160-47125102004,36.6343024204,-87.3400081175,0.0
48,2017,TN,Tennessee,Knoxville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,31.8,28.4,35.0,,,"3,101","(35.9802015623, -83.9263388511)",UNHBEH,LPA,4740000,47093006600.0,Physical Inactivity,35.9384548313,-83.8957664752,4740000-47093002300,35.9384548313,-83.8957664752,0.0
49,2017,TN,Tennessee,Chattanooga,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,37.3,34.8,39.6,,,"3,813","(35.0620590973, -85.217536491)",UNHBEH,LPA,4714000,47065011444.0,Physical Inactivity,35.1279296495,-85.2082336438,4714000-47065010432,35.1279296495,-85.2082336438,0.0
50,2017,TN,Tennessee,Knoxville,City,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,30.1,29.6,30.6,,,"178,874","(35.9690594531, -83.9495877264)",UNHBEH,LPA,4740000,,Physical Inactivity,35.9183469395,-84.0742707034,4740000-47093005704,35.9183469395,-84.0742707034,0.0
51,2017,TN,Tennessee,Knoxville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.7,25.2,30.0,,,"1,984","(36.033518318, -83.8991689634)",UNHBEH,LPA,4740000,47093004300.0,Physical Inactivity,35.9690594531,-83.9495877264,4740000,35.9690594531,-83.9495877264,0.0
52,2017,TN,Tennessee,Knoxville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.7,25.2,30.0,,,"1,984","(36.033518318, -83.8991689634)",UNHBEH,LPA,4740000,47093004300.0,Physical Inactivity,35.9690594531,-83.9495877264,4740000,35.9690594531,-83.9495877264,0.0
53,2017,TN,Tennessee,Chattanooga,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.0,23.4,28.8,,,"2,659","(34.9980056191, -85.3340856373)",UNHBEH,LPA,4714000,47065001800.0,Physical Inactivity,36.571995945,-87.371896945,4715160-47125101002,36.571995945,-87.371896945,0.0
54,2017,TN,Tennessee,Clarksville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,30.7,28.4,32.9,,,"4,867","(36.6192333007, -87.4209103769)",UNHBEH,LPA,4715160,47125101304.0,Physical Inactivity,35.9123518408,-84.0146657626,4740000-47093004401,35.9123518408,-84.0146657626,0.0
55,2017,TN,Tennessee,Chattanooga,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,28.8,25.9,31.8,,,"1,445","(35.061514056, -85.1069519478)",UNHBEH,LPA,4714000,47065011311.0,Physical Inactivity,35.981781624899995,-83.9067450557,4740000-47093006700,35.981781624899995,-83.9067450557,0.0
56,2017,TN,Tennessee,Knoxville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.2,23.5,28.9,,,"3,144","(35.9667662226, -84.0025186326)",UNHBEH,LPA,4740000,47093003802.0,Physical Inactivity,36.5272395388,-87.35623190049999,4715160-47125100100,36.5272395388,-87.35623190049999,0.0
57,2017,TN,Tennessee,Clarksville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.4,22.6,28.2,,,"2,529","(36.4963440648, -87.2753966115)",UNHBEH,LPA,4715160,47125101802.0,Physical Inactivity,36.0243206662,-83.8422307627,4740000-47093005202,36.0243206662,-83.8422307627,0.0
58,2017,TN,Tennessee,Knoxville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,29.6,25.8,33.4,,,452,"(35.924037585, -84.0791856941)",UNHBEH,LPA,4740000,47093004610.0,Physical Inactivity,35.041992239,-85.3221951713,4714000-47065001600,35.041992239,-85.3221951713,0.0
59,2017,TN,Tennessee,Clarksville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,,,,*,Estimates suppressed for population less than 50,29,"(36.5865120698, -87.2674609823)",UNHBEH,LPA,4715160,47125101904.0,Physical Inactivity,35.9849903709,-83.9633251361,4740000-47093002800,35.9849903709,-83.9633251361,0.0
60,2017,TN,Tennessee,Chattanooga,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,45.4,43.5,47.4,,,"4,256","(34.9942652564, -85.2827479107)",UNHBEH,LPA,4714000,47065002400.0,Physical Inactivity,35.158603689,-85.2643302944,4714000-47065010435,35.158603689,-85.2643302944,0.0
61,2017,TN,Tennessee,Knoxville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,29.4,26.3,32.3,,,83,"(35.9807423696, -83.8233229706)",UNHBEH,LPA,4740000,47093005401.0,Physical Inactivity,35.0684524247,-85.3130794178,4714000-47065000800,35.0684524247,-85.3130794178,0.0
62,2017,TN,Tennessee,Chattanooga,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.7,22.0,27.9,,,"1,457","(35.0553305719, -85.3330624598)",UNHBEH,LPA,4714000,47065010901.0,Physical Inactivity,35.9548351177,-83.9260530382,4740000-47093000901,35.9548351177,-83.9260530382,0.0
63,2017,TN,Tennessee,Chattanooga,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,34.2,31.6,36.7,,,"5,802","(35.0831173849, -85.1818774345)",UNHBEH,LPA,4714000,47065011402.0,Physical Inactivity,35.997860914,-83.74303524189999,4740000-47093005402,35.997860914,-83.74303524189999,0.0
64,2017,TN,Tennessee,Chattanooga,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,46.7,45.0,48.4,,,"3,143","(35.0490553521, -85.2766692831)",UNHBEH,LPA,4714000,47065000400.0,Physical Inactivity,35.9450096975,-84.0729070733,4740000-47093004606,35.9450096975,-84.0729070733,0.0
65,2017,TN,Tennessee,Knoxville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.8,20.5,25.4,,,"6,400","(35.9370229628, -84.0372927648)",UNHBEH,LPA,4740000,47093004500.0,Physical Inactivity,35.081133042,-85.088383777,4714000-47065011447,35.081133042,-85.088383777,0.0
66,2017,TN,Tennessee,Knoxville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,,,,*,Estimates suppressed for population less than 50,6,"(35.9965603717, -84.0439521823)",UNHBEH,LPA,4740000,47093006002.0,Physical Inactivity,35.1184328331,-85.1776070797,4714000-47065011413,35.1184328331,-85.1776070797,0.0
67,2017,TN,Tennessee,Chattanooga,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.9,22.5,27.5,,,"4,485","(34.9973104045, -85.158922597)",UNHBEH,LPA,4714000,47065011326.0,Physical Inactivity,35.932558321799995,-84.0815766195,4740000-47093004609,35.932558321799995,-84.0815766195,0.0
68,2017,TN,Tennessee,Knoxville,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.1,23.5,28.9,,,"3,594","(35.9247840648, -83.884173964)",UNHBEH,LPA,4740000,47093003400.0,Physical Inactivity,35.0396542005,-85.2805691243,4714000-47065001100,35.0396542005,-85.2805691243,0.0
69,2017,TN,Tennessee,Chattanooga,Census Tract,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,33.5,31.2,35.7,,,"2,380","(35.0099313458, -85.2171326703)",UNHBEH,LPA,4714000,47065003000.0,Physical Inactivity,36.0049129198,-83.86185621359999,4740000-47093003200,36.0049129198,-83.86185621359999,0.0
